uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
1,1,Y,AA,N,2482,6915,1165.57,1082.34,6899,2472,72.16,459.93,164.8,622,231,91,554,205,73,U,NEW YORK CITY AREA,Y,R,29.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,422,1045092
1,1,U,DA,N,1933,5252,771.09,684.44,5211,1912,52.65,400.85,147.08,376,145,38,437,152,52,T,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1,1,WCMB,0,0,O,1,S,S,4,M,3,2,,A,0,S,U,U,U,U,U,Y,437,1045093
1,1,U,AA,N,699,1560,493.93,426.27,1552,696,32.79,119.38,53.54,93,49,34,108,53,33,T,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,3,S,M,2,M,9,2,C,A,0,G,U,U,U,Y,U,Y,437,1045094
1,1,Y,AA,N,2145,7261,1434.76,1374.78,7220,2138,105.75,555.38,164.46,940,226,143,861,247,141,U,HOUSTON AREA,Y,N,59.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,437,1045095
1,1,U,AA,N,2051,7587,865.08,801.1,7513,2023,53.41,500.87,134.87,487,102,35,490,106,36,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,3,M,A,3,M,4,2,C,G,0,N,U,U,U,U,U,Y,499,1045096
1,1,U,DA,Y,1121,4582,776.28,713.05,4543,1106,47.54,302.87,73.73,107,57,51,334,91,58,,LOS ANGELES AREA,N,N,9.989997864,1,1,NA,0,0,O,,,S,1,M,8,1,C,,0,S,U,U,U,U,U,Y,499,1045097
1,1,U,DA,Y,1307,3766,668.1,638.11,3679,1272,49.09,283.0,97.85,448,123,95,342,103,64,C,OHIO AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,3,S,A,4,M,4,2,C,A,0,U,U,U,U,Y,Y,Y,437,1045098
1,1,U,CA,N,512,1071,578.55,514.57,1067,508,30.27,62.76,29.88,96,54,30,73,42,30,U,SOUTH FLORIDA AREA,Y,N,79.98999023,1,1,WCMB,0,0,O,7,M,M,3,M,5,1,C,B,0,H,U,U,U,U,U,Y,545,1045099
2,1,Y,AA,N,1381,13732,1212.12,1131.75,13237,1303,80.84,945.5,93.07,945,84,75,941,85,76,T,PHILADELPHIA AREA,Y,R,79.98999023,2,2,WCMB,1,0,O,0,S,A,2,M,7,1,C,A,0,I,U,U,U,U,U,Y,495,1045100
2,1,N,A,N,323,984,559.44,513.46,960,314,30.2,56.47,18.47,49,18,30,36,14,30,T,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,1,1,WC,0,0,O,0,S,S,2,M,9,1,C,A,0,N,U,U,U,U,U,Y,545,1045101
2,1,U,AA,N,1001,4866,1005.24,891.15,4502,905,59.41,300.13,60.33,164,37,50,232,47,51,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,O,U,U,U,U,U,N,499,1045102
1,1,U,EA,N,14252,43828,3496.65,3388.11,43800,14228,178.32,2305.26,748.84,2719,738,213,2825,810,203,C,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,4,2,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,229,1045103
2,2,Y,AA,N,2410,8430,1641.81,1561.83,8415,2403,82.2,442.89,126.47,377,126,66,265,85,69,C,ATLANTIC SOUTH AREA,T,N,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,142,1045104
1,1,U,AA,N,1126,3517,751.63,691.65,3469,1111,46.11,231.27,74.07,214,59,28,172,55,34,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,0,M,B,1,M,4,2,C,B,0,G,U,U,U,U,U,Y,499,1045105
1,1,Y,AA,N,2013,6344,916.11,832.88,6336,2008,55.53,422.4,133.87,484,148,39,476,147,55,U,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,B,1,M,,,A,,0,I,U,U,U,U,U,N,499,1045106
2,2,U,A,N,1118,4702,296.0,247.95,4507,1054,19.07,346.69,81.08,504,100,27,349,71,19,S,MIDWEST AREA,N,R,9.989997864,1,1,WC,1,0,O,4,S,M,3,M,3,2,C,A,1,N,Y,Y,Y,Y,U,Y,437,1045107
1,1,U,BA,N,2300,6590,1075.04,995.06,6536,2271,66.34,435.73,151.4,917,225,159,776,233,118,,NEW ENGLAND AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,499,1045108
1,1,U,AA,N,2232,3905,963.22,872.89,3865,2210,58.19,257.67,147.33,162,105,58,245,144,60,C,CHICAGO AREA,Y,R,99.98999023,2,2,WCMB,0,0,O,5,S,M,4,M,4,,C,A,0,N,U,U,U,U,U,Y,220,1045109
1,1,U,AA,N,1943,5734,1040.67,960.69,5679,1927,64.05,378.6,128.47,617,241,111,393,149,82,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,M,U,1,M,7,,A,,0,H,U,U,U,U,U,Y,499,1045110
2,2,U,AA,N,6985,31516,2001.48,1921.5,31470,6965,101.13,1656.32,366.58,1615,373,83,1853,400,107,U,GREAT LAKES AREA,U,N,,2,2,UNKW,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,-4,1045111
1,1,Y,AA,N,359,842,453.56,393.58,830,353,26.24,55.33,23.53,32,15,10,68,29,21,U,NORTHWEST/ROCKY MOUNTAIN AREA,N,R,9.989997864,1,1,WC,0,0,,0,S,M,1,M,3,,C,A,0,N,U,U,U,U,U,Y,499,1045112
1,1,N,AA,N,1532,8165,1098.27,988.3,8133,1522,65.89,542.2,101.47,385,96,56,484,108,56,S,CALIFORNIA NORTH AREA,Y,R,99.98999023,4,2,WCMB,0,0,,,,U,,M,,,,,0,N,U,U,U,U,U,N,464,1045113
2,2,U,AA,N,1656,4160,900.19,836.21,4137,1645,44.01,217.74,86.58,297,114,61,261,108,54,S,OHIO AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,2,S,B,1,M,3,1,C,A,0,U,U,U,U,U,U,Y,314,1045114
1,1,U,ZA,N,6180,14264,2173.49,2093.51,14141,6108,110.18,744.26,321.47,673,299,118,618,296,92,S,DALLAS AREA,N,N,129.9899902,4,4,WCMB,1,0,O,1,S,U,2,M,2,,C,A,0,H,U,U,U,U,U,N,304,1045115
1,1,Y,DA,N,1247,4876,845.52,763.74,4848,1234,58.75,372.92,94.92,245,70,52,261,80,51,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,437,1045116
1,1,Y,AA,N,1008,2471,652.51,382.56,2471,1008,29.43,190.08,77.54,197,77,36,180,72,33,S,NEW ENGLAND AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,1,S,U,2,M,9,,C,A,0,O,Y,Y,U,U,U,Y,437,1045117
3,2,U,A,N,2287,6489,764.75,689.38,5906,2073,53.03,454.31,159.46,397,125,39,425,133,47,C,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,499,1045118
1,1,U,CA,Y,4150,12157,1261.05,1173.5,11823,4008,117.35,1182.3,400.8,1756,510,99,1359,434,109,U,PHILADELPHIA AREA,Y,N,149.9899902,3,3,WCMB,0,0,O,5,S,S,2,M,4,,,A,0,N,U,U,U,U,U,N,72,1045119
2,1,U,BA,N,3660,15557,1233.25,943.28,15557,3660,62.89,1037.13,244.0,1250,214,34,1355,207,70,C,MIDWEST AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,I,U,U,U,U,U,N,173,1045120
1,1,U,EA,N,995,1835,651.99,618.0,1801,974,32.53,94.79,51.26,2,2,30,20,13,30,T,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,4,M,S,1,M,5,,C,J,0,U,U,U,U,U,U,Y,606,1045121
1,1,N,ZA,N,7638,23719,1700.96,1620.98,23704,7633,124.69,1823.38,587.15,1703,687,158,1962,698,132,,NEW YORK CITY AREA,Y,R,99.98999023,3,2,WCMB,0,0,,,,U,,,,,,,0,R,U,U,U,U,U,N,173,1045122
1,1,U,AA,N,6164,12001,1087.27,1007.29,12001,6164,53.02,631.63,324.42,798,319,43,802,338,47,U,LOS ANGELES AREA,N,R,79.98999023,3,3,WCMB,0,0,O,2,S,S,5,M,7,2,I,A,0,O,U,U,U,U,U,Y,31,1045123
1,1,Y,BA,N,2153,6628,1871.44,1811.46,6628,2153,120.76,441.87,143.53,510,135,168,415,132,126,T,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,1,1,,2,S,M,2,M,9,,C,A,0,G,Y,U,Y,U,U,N,499,1045124
2,2,U,CA,N,4809,15179,2358.97,2294.99,15145,4792,135.0,890.88,281.88,1267,331,80,1180,333,163,T,LOS ANGELES AREA,Y,N,29.98999023,2,2,WC,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,139,1045125
2,2,U,AA,N,669,1885,714.08,650.1,1858,658,34.22,97.79,34.63,126,52,46,112,42,39,S,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,8,S,M,2,M,9,,C,A,0,M,U,U,Y,U,U,N,606,1045126
1,1,U,EA,N,4047,11067,1077.11,986.78,10986,4000,58.05,646.24,235.29,833,255,56,698,232,61,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,99.98999023,4,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,68,1045127
1,1,U,AA,N,5029,18242,2684.68,2598.03,18207,5017,136.74,958.26,264.05,1400,369,260,1205,337,207,S,MIDWEST AREA,Y,N,199.9899902,5,5,WCMB,0,0,O,6,S,S,5,M,7,1,I,A,0,J,U,U,U,Y,Y,Y,62,1045128
2,2,U,AA,N,2068,7845,1020.91,934.26,7747,2035,54.96,455.71,119.71,526,98,64,481,100,57,C,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,10,S,U,4,M,3,1,C,A,0,N,U,U,U,U,U,Y,545,1045129
1,1,Y,AA,N,2538,5947,775.19,686.56,5908,2515,52.81,454.46,193.46,313,130,44,380,167,42,T,TENNESSEE AREA,Y,R,9.989997864,2,2,WC,1,0,O,1,M,B,1,M,1,1,C,B,0,U,U,U,U,U,U,N,264,1045130
1,1,U,BA,N,518,1846,497.73,433.75,1842,515,33.37,141.69,39.62,188,39,35,176,43,33,C,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,B,U,U,U,U,U,N,437,1045131
1,1,U,AA,N,5070,12447,1397.91,1299.93,12189,4991,99.99,937.62,383.92,791,358,63,975,402,62,C,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,5,2,WCMB,0,0,O,4,S,A,2,M,9,1,C,A,0,O,U,U,U,U,U,Y,90,1045132
2,2,U,AA,N,348,2724,547.84,487.86,2685,341,37.53,206.54,26.23,322,39,39,301,34,39,S,MIDWEST AREA,Y,N,59.98999023,2,1,WCMB,0,0,O,2,S,M,4,M,7,2,C,A,0,N,U,U,U,U,U,Y,380,1045133
1,1,U,AA,N,902,3341,638.93,578.11,3287,884,30.43,173.0,46.53,175,51,30,176,47,30,C,TENNESSEE AREA,Y,R,29.98999023,2,2,WCMB,0,0,O,2,S,U,2,M,1,2,B,A,0,R,U,U,U,U,U,Y,554,1045134
1,1,U,AA,N,1245,3023,808.49,740.83,2981,1241,38.99,156.89,65.32,163,63,40,172,69,38,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,,2,M,S,1,M,3,1,C,J,0,N,U,U,U,U,U,Y,606,1045135
2,2,N,AA,N,2708,6699,1440.57,1350.59,6652,2695,79.45,391.29,158.53,348,128,51,381,150,53,R,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,2,S,M,2,M,8,2,C,A,0,S,U,U,U,U,U,Y,544,1045136
3,2,Y,BA,N,2343,6971,294.03,254.04,6911,2316,19.54,531.62,178.15,498,166,17,452,161,20,S,NEW ENGLAND AREA,T,N,99.98999023,2,2,WCMB,0,0,O,1,S,U,3,M,6,2,,A,0,O,U,U,U,U,U,Y,175,1045137
1,1,U,CA,N,852,1663,506.22,421.25,1663,852,32.4,127.92,65.54,235,112,47,182,96,39,U,LOS ANGELES AREA,N,N,129.9899902,2,2,WCMB,0,0,R,0,M,S,1,M,3,,C,H,0,U,U,U,U,U,U,Y,142,1045138
1,1,U,AA,N,331,2244,946.05,741.09,2244,331,39.0,118.11,17.42,149,19,59,152,19,51,S,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,,M,S,1,M,5,,,,1,U,U,U,U,U,U,Y,605,1045139
2,2,U,AA,N,940,3126,780.32,691.5,2941,872,49.39,210.07,62.29,253,73,58,227,66,52,C,CHICAGO AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,2,S,M,2,M,7,2,C,A,0,G,U,U,U,U,U,Y,498,1045140
1,1,U,AA,N,1235,6928,654.14,594.16,6898,1224,31.27,363.05,64.42,761,77,35,550,68,34,S,OHIO AREA,Y,R,99.98999023,2,2,WCMB,1,1,O,2,S,S,5,M,6,,C,A,0,O,U,U,U,U,U,Y,438,1045141
2,1,U,A,N,2288,3978,811.09,760.11,3802,2182,58.47,292.46,167.85,474,278,80,369,212,67,S,NEW ENGLAND AREA,N,N,29.98999023,1,1,WC,0,0,,,M,B,1,M,6,1,C,,0,N,U,U,U,U,U,Y,436,1045142
4,3,Y,AA,N,504,2027,495.94,452.95,2020,501,34.84,155.38,38.54,100,39,10,107,39,10,S,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,6,S,M,5,M,8,2,C,A,0,U,U,U,U,U,U,Y,436,1045143
2,2,Y,AA,N,182,326,514.18,454.2,322,181,30.28,21.47,12.07,67,37,30,36,20,31,R,SOUTH FLORIDA AREA,Y,N,79.98999023,1,1,WCMB,0,0,,1,M,M,1,M,4,,C,B,0,N,U,U,U,U,U,Y,498,1045144
2,2,U,AA,N,1178,2288,623.46,593.47,2286,1176,31.24,120.32,61.89,80,50,30,96,56,30,S,NEW ENGLAND AREA,Y,N,59.98999023,2,2,WCMB,0,0,O,4,M,M,2,M,6,2,C,B,0,N,U,U,U,U,U,Y,376,1045145
1,1,U,DA,N,1440,9054,1399.64,1339.66,9054,1440,78.8,532.59,84.71,302,64,63,485,91,72,C,NEW YORK CITY AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,30,1045146
2,2,N,AA,N,2853,14486,1758.38,1650.14,14458,2845,97.07,850.47,167.35,1115,232,102,848,201,109,S,HOUSTON AREA,Y,N,149.9899902,2,2,WCMB,1,0,O,13,S,M,4,M,6,2,,A,0,F,U,U,U,U,U,Y,185,1045147
2,1,U,A,N,4977,13481,1466.86,1395.21,13256,4878,82.07,779.76,286.94,839,357,89,884,351,95,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,544,1045148
1,1,U,AA,N,150,588,593.82,533.84,576,143,31.4,33.88,8.41,67,13,32,42,9,31,S,TENNESSEE AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,15,S,M,4,M,7,2,,A,1,N,U,U,U,U,U,Y,544,1045149
1,1,U,AA,N,503,1402,276.59,216.61,1385,493,30.94,197.86,70.43,201,52,42,185,62,31,T,NORTH FLORIDA AREA,N,N,59.98999023,2,1,WC,0,0,,1,M,B,1,M,3,1,C,B,0,H,U,U,U,U,U,N,101,1045150
1,1,U,C,N,2496,8347,915.41,835.46,7358,2254,83.55,735.8,225.4,295,106,79,472,146,66,S,NORTH FLORIDA AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,10,S,U,4,M,6,2,,A,0,Z,U,U,U,U,U,Y,157,1045151
1,1,U,BA,N,2084,4027,828.85,747.7,3993,2064,57.52,307.15,158.77,228,129,54,211,115,55,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,D,U,U,U,U,U,N,436,1045152
1,1,U,EA,N,2966,8982,815.78,755.41,8930,2935,58.11,686.92,225.77,1168,313,40,1071,287,59,,DC/MARYLAND/VIRGINIA AREA,Y,N,79.98999023,1,1,WCMB,0,0,,4,M,B,1,M,1,3,C,G,0,F,U,U,Y,U,U,N,436,1045153
1,1,N,CA,N,2704,8026,1121.92,1041.94,7997,2700,61.29,470.41,158.82,575,195,67,526,175,68,U,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,O,U,U,U,U,U,N,544,1045154
2,1,U,A,N,3667,18612,2211.24,2161.25,18608,3666,127.13,1094.59,215.65,1606,320,185,1512,322,195,S,DALLAS AREA,N,N,29.98999023,1,1,WC,1,1,O,3,S,M,2,M,9,1,C,A,0,U,U,U,U,Y,Y,Y,544,1045155
1,1,U,AA,N,2488,4868,736.15,501.18,4868,2488,29.48,286.35,146.35,238,132,30,249,131,30,U,CALIFORNIA NORTH AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,3,S,B,1,M,9,1,C,A,0,O,U,U,U,U,U,Y,544,1045156
1,1,U,ZA,N,4237,15363,1496.92,1416.94,15323,4222,74.58,806.47,222.21,1186,307,117,1024,271,84,S,HOUSTON AREA,N,N,79.98999023,1,1,WC,1,0,O,13,S,M,5,M,5,2,,A,0,N,U,U,U,U,Y,Y,605,1045157
1,1,U,AA,N,2997,8114,939.9,859.92,8106,2994,45.26,426.63,157.58,488,192,53,526,210,47,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,29.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,101,1045158
1,1,U,BA,N,2874,9882,1339.07,1279.09,9863,2869,67.32,519.11,151.0,666,185,69,521,153,65,S,NEW ENGLAND AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,2,S,B,1,M,7,2,C,A,0,H,U,U,U,U,U,Y,376,1045159
1,1,U,AA,N,494,1391,668.59,608.61,1378,488,32.03,72.53,25.68,156,39,34,120,35,32,T,OHIO AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,7,S,M,3,M,2,1,C,A,0,N,U,U,U,U,U,Y,605,1045160
1,1,U,AA,N,2510,9108,1507.96,1427.98,9064,2500,84.0,533.18,147.06,710,205,124,541,163,90,U,GREAT LAKES AREA,Y,R,129.9899902,2,2,WCMB,0,0,O,2,M,B,1,M,5,,C,C,0,G,U,U,U,U,U,Y,261,1045161
2,2,Y,BA,N,1200,2196,1075.85,1012.62,2187,1195,53.3,115.11,62.89,130,74,63,120,71,63,,TENNESSEE AREA,Y,N,149.9899902,3,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,461,1045162
1,1,U,CA,N,1546,3066,724.52,664.54,3057,1538,51.12,235.15,118.31,418,222,84,321,166,58,C,NEW YORK CITY AREA,N,R,9.989997864,2,2,WC,0,0,O,7,,S,1,M,7,,C,,0,H,U,U,U,U,U,Y,338,1045163
3,2,U,AA,N,740,1730,1024.29,931.06,1726,736,62.07,115.07,49.07,83,38,51,123,52,59,C,DALLAS AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,1,M,,,A,,0,N,U,U,U,U,U,Y,296,1045164
1,1,Y,DA,Y,3561,9734,1021.75,941.77,9675,3545,62.78,645.0,236.33,395,155,51,600,228,52,U,PHILADELPHIA AREA,Y,N,129.9899902,2,2,WCMB,0,0,O,2,S,S,3,M,1,1,C,A,0,N,U,U,U,U,U,Y,61,1045165
1,1,Y,GA,N,2786,8521,1142.51,1037.52,8512,2782,79.81,654.77,214.0,393,167,50,443,180,63,S,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,436,1045166
2,1,U,AA,N,1836,7310,804.11,705.74,6823,1702,50.41,487.36,121.57,492,160,50,490,137,51,C,NEW YORK CITY AREA,Y,N,59.98999023,1,1,WCMB,0,0,,,,U,1,M,,,,,0,S,U,U,U,U,U,N,498,1045167
1,1,U,AA,N,2940,6485,975.03,911.41,6430,2908,53.61,378.24,171.06,214,78,40,294,126,43,S,NEW ENGLAND AREA,Y,R,29.98999023,2,2,WCMB,0,0,O,14,S,M,4,M,7,2,C,,0,S,U,U,U,Y,Y,Y,262,1045168
1,1,U,AA,N,583,1926,842.93,782.95,1926,583,52.2,128.4,38.87,24,5,51,41,11,51,U,NEW ENGLAND AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,15,S,M,2,M,9,,C,A,0,N,U,U,U,U,U,Y,498,1045169
1,1,Y,AA,N,1185,5944,753.35,673.37,5944,1185,51.8,457.23,91.15,564,100,42,535,98,58,U,NEW ENGLAND AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,9,M,B,1,M,8,,,,0,S,U,U,U,U,U,Y,180,1045170
2,2,Y,EA,N,4253,11954,1578.57,1498.59,11954,4253,115.28,919.54,327.15,1653,570,197,1137,389,138,,ATLANTIC SOUTH AREA,Y,N,199.9899902,5,4,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,72,1045171
1,1,U,DA,Y,3409,14308,1718.54,1645.31,14287,3396,109.69,952.47,226.4,492,127,58,1244,259,93,U,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,498,1045172
2,2,U,A,N,1469,6421,99.38,69.39,6413,1464,4.08,377.24,86.12,431,121,2,393,100,2,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,3,S,M,1,M,9,,C,A,0,S,U,U,U,U,U,Y,466,1045173
1,1,Y,AA,N,498,2284,607.56,492.61,2284,498,28.98,134.35,29.29,76,14,30,75,17,30,,CHICAGO AREA,Y,R,9.989997864,1,1,WC,0,0,O,1,,U,1,M,8,,C,,0,F,U,U,U,U,U,Y,544,1045174
2,1,U,BA,N,1966,3841,712.76,559.52,3605,1850,39.97,257.5,132.14,254,134,50,291,149,44,U,CHICAGO AREA,Y,R,99.98999023,4,4,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,132,1045175
1,1,U,AA,N,272,826,476.3,416.32,823,269,32.02,63.31,20.69,132,32,35,102,27,34,U,CALIFORNIA NORTH AREA,Y,R,99.98999023,2,2,WCMB,0,0,O,8,S,S,1,M,6,1,C,A,0,N,U,U,U,U,U,Y,177,1045176
1,1,Y,DA,N,5967,14519,1356.49,1248.25,14510,5962,83.22,967.33,397.47,1116,386,100,1003,356,90,T,NORTH FLORIDA AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,11,S,U,2,M,7,2,I,A,0,J,U,U,U,U,U,Y,47,1045177
1,1,U,DA,N,1113,3870,686.4,626.42,3842,1101,32.97,202.21,57.95,176,65,30,128,53,30,U,DC/MARYLAND/VIRGINIA AREA,Y,N,29.98999023,1,1,WC,0,0,O,15,M,M,5,M,6,,,A,0,Z,U,U,U,U,U,Y,605,1045178
1,1,U,ZA,N,10179,28844,1114.47,1034.49,28807,10156,60.85,1694.53,597.41,2975,602,51,2341,618,76,U,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,,3,M,U,1,M,3,,,N,0,U,U,U,U,Y,Y,N,544,1045179
1,1,U,AA,N,484,1942,613.62,550.39,1942,484,32.38,114.24,28.47,139,29,33,137,31,33,C,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,1,M,A,3,M,3,1,C,O,0,N,U,U,U,U,U,Y,544,1045180
1,1,U,AA,N,336,1281,744.48,684.5,1268,332,40.26,74.59,19.53,106,25,37,116,29,40,R,TENNESSEE AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,12,S,M,6,M,6,2,,A,1,N,U,U,U,U,U,Y,544,1045181
1,1,Y,ZA,N,14103,24376,2785.23,2674.49,24361,14092,157.32,1433.0,828.94,1118,668,250,1561,934,202,U,GREAT LAKES AREA,Y,N,199.9899902,6,3,WCMB,0,0,O,2,,U,1,M,5,2,C,,0,Z,U,U,U,U,U,Y,49,1045182
1,1,U,AA,N,727,1929,478.35,428.37,1925,726,32.95,148.08,55.85,135,48,31,144,43,31,T,CHICAGO AREA,N,N,29.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,436,1045183
2,2,U,AA,N,1650,4260,1273.42,1183.44,4249,1649,78.9,283.27,109.93,361,135,88,287,112,81,C,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1,1,WC,0,0,O,,M,S,2,M,7,1,C,,0,N,U,U,U,U,U,Y,498,1045184
3,3,U,A,N,1635,5366,206.2,163.88,5364,1633,12.61,412.62,125.62,708,147,10,602,127,15,C,HOUSTON AREA,Y,N,199.9899902,2,2,WCMB,1,1,O,13,S,M,3,M,9,2,C,A,0,S,U,U,U,U,Y,Y,207,1045185
1,1,U,AA,N,2139,5520,848.38,788.01,5515,2134,46.35,324.41,125.53,467,194,58,408,167,52,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,1,M,S,1,M,9,1,C,B,1,N,U,U,U,U,U,N,544,1045186
1,1,Y,ZA,N,10192,16690,1772.7,1667.71,16647,10157,98.1,979.24,597.47,710,420,78,701,440,79,U,NEW YORK CITY AREA,Y,R,79.98999023,5,4,WCMB,0,0,O,1,,U,1,M,7,,A,,0,U,U,U,U,U,U,Y,118,1045187
1,1,U,ZA,N,1469,3648,774.72,694.74,3636,1461,40.87,213.88,85.94,195,73,31,196,81,35,C,MIDWEST AREA,Y,N,149.9899902,2,1,WCMB,0,0,R,,M,S,1,M,3,,C,,0,F,U,U,U,U,U,Y,346,1045188
2,2,U,BA,N,593,2177,677.71,615.54,2169,591,36.21,127.59,34.76,60,23,36,120,28,36,C,NORTH FLORIDA AREA,Y,N,149.9899902,3,2,WCMB,1,0,O,7,S,M,4,M,6,2,I,A,0,N,U,U,U,U,Y,Y,253,1045189
2,2,U,AA,N,503,2083,1002.84,971.18,2083,503,74.71,160.23,38.69,108,36,28,100,36,47,T,OHIO AREA,Y,R,99.98999023,2,2,WCMB,1,0,O,2,M,M,1,M,7,1,C,B,0,N,Y,U,U,Y,U,Y,286,1045190
1,1,Y,CA,N,4689,10609,1374.53,1269.54,10594,4684,97.66,814.92,360.31,764,348,104,805,359,102,R,DALLAS AREA,T,N,99.98999023,2,2,WCMB,0,0,,3,M,U,3,M,1,,,B,0,S,U,U,U,U,U,N,66,1045191
1,1,U,CA,Y,799,2515,600.38,567.14,2489,794,37.81,165.93,52.93,214,65,45,175,53,41,C,SOUTHWEST AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,498,1045192
1,1,U,ZA,N,3846,8206,966.25,886.27,8198,3840,68.17,630.62,295.38,752,360,72,786,370,84,S,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,O,U,U,U,U,U,N,436,1045193
